rule,value,n_node_samples,path_len
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 <= -0.214320 AND f5 <= 0.103430 AND f8 <= 1.157543 AND f5 > -0.025673 AND f7 <= 0.196927 AND f3 <= -0.192146 AND f2 <= 1.090207 AND f1 > -0.540019,47.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 <= -0.214320 AND f5 <= 0.103430 AND f8 <= 1.157543 AND f5 > -0.025673 AND f7 <= 0.196927 AND f3 > -0.192146 AND f0 <= 0.607786 AND f6 <= 0.540001,49.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 <= -0.214320 AND f5 <= 0.103430 AND f8 <= 1.157543 AND f5 > -0.025673 AND f7 <= 0.196927 AND f3 > -0.192146 AND f0 <= 0.607786 AND f6 > 0.540001,48.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 <= 0.048765 AND f1 > -0.828971 AND f10 > -1.249832 AND f10 <= 1.522678 AND f1 > -0.645092 AND f1 <= -0.603814 AND f9 <= 1.005576,38.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 <= 0.048765 AND f1 > -0.828971 AND f10 > -1.249832 AND f10 <= 1.522678 AND f1 > -0.645092 AND f1 <= -0.603814 AND f9 > 1.005576,38.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 <= 0.048765 AND f1 > -0.828971 AND f10 > -1.249832 AND f10 <= 1.522678 AND f1 > -0.645092 AND f1 > -0.603814 AND f4 <= -0.160023,39.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 <= 0.048765 AND f1 > -0.828971 AND f10 > -1.249832 AND f10 <= 1.522678 AND f1 > -0.645092 AND f1 > -0.603814 AND f4 > -0.160023,39.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 > 0.048765 AND f3 > -0.552262 AND f0 <= -0.229022 AND f5 > 0.052254 AND f14 > -0.204301 AND f7 <= 0.204759 AND f6 <= 0.242858,34.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 > 0.048765 AND f3 > -0.552262 AND f0 <= -0.229022 AND f5 > 0.052254 AND f14 > -0.204301 AND f7 > 0.204759 AND f5 <= 0.081331,37.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 > 0.048765 AND f3 > -0.552262 AND f0 <= -0.229022 AND f5 > 0.052254 AND f14 > -0.204301 AND f7 > 0.204759 AND f5 > 0.081331,40.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 > 0.048765 AND f3 > -0.552262 AND f0 > -0.229022 AND f3 <= 0.243785 AND f8 <= -0.221983 AND f4 <= -0.004812 AND f13 <= 0.395022,39.75,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 <= 0.208108 AND f14 > -0.214320 AND f5 > 0.048765 AND f3 > -0.552262 AND f0 > -0.229022 AND f3 <= 0.243785 AND f8 <= -0.221983 AND f4 <= -0.004812 AND f13 > 0.395022,41.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 > 0.208108 AND f5 <= 0.519815 AND f7 <= 0.214802 AND f7 > 0.197455 AND f8 <= 0.867116 AND f8 > -0.948049 AND f13 <= 0.396739 AND f4 <= -0.681532 AND f6 <= -0.122933,33.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 <= 0.398653 AND f0 > -0.420358 AND f13 > 0.391416 AND f1 > -0.928415 AND f5 > 0.208108 AND f5 <= 0.519815 AND f7 <= 0.214802 AND f7 > 0.197455 AND f8 <= 0.867116 AND f8 > -0.948049 AND f13 <= 0.396739 AND f4 <= -0.681532 AND f6 > -0.122933,34.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 <= 0.392633 AND f13 > -1.518162 AND f4 <= -0.558605 AND f13 > -0.414392 AND f6 <= 0.496851 AND f13 <= 0.391678 AND f13 > 0.389267 AND f9 > 0.757444 AND f6 <= -0.024866 AND f7 <= 0.205609,50.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 <= 0.392633 AND f13 > -1.518162 AND f4 <= -0.558605 AND f13 > -0.414392 AND f6 <= 0.496851 AND f13 <= 0.391678 AND f13 > 0.389267 AND f9 > 0.757444 AND f6 <= -0.024866 AND f7 > 0.205609,50.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 <= 0.392633 AND f13 > -1.518162 AND f4 > -0.558605 AND f7 <= 0.214745 AND f9 > -1.227614 AND f7 <= 0.207656 AND f14 > -0.198952 AND f9 <= 0.261179 AND f5 > 0.187172 AND f0 <= -0.597862,48.3,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 <= 0.392633 AND f13 > -1.518162 AND f4 > -0.558605 AND f7 <= 0.214745 AND f9 > -1.227614 AND f7 <= 0.207656 AND f14 > -0.198952 AND f9 <= 0.261179 AND f5 > 0.187172 AND f0 > -0.597862,50.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 <= 0.392633 AND f13 > -1.518162 AND f4 > -0.558605 AND f7 <= 0.214745 AND f9 > -1.227614 AND f7 <= 0.207656 AND f14 > -0.198952 AND f9 > 0.261179 AND f3 <= 0.497470 AND f13 > 0.391938,54.50000000000001,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 <= 0.392633 AND f13 > -1.518162 AND f4 > -0.558605 AND f7 <= 0.214745 AND f9 > -1.227614 AND f7 > 0.207656 AND f7 <= 0.212211 AND f1 <= -0.076571 AND f3 <= 0.237953 AND f4 <= -0.085522,58.70000000000001,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 <= 0.392633 AND f13 > -1.518162 AND f4 > -0.558605 AND f7 <= 0.214745 AND f9 > -1.227614 AND f7 > 0.207656 AND f7 <= 0.212211 AND f1 <= -0.076571 AND f3 <= 0.237953 AND f4 > -0.085522,58.793103448275865,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 <= -0.729958 AND f13 > 0.394836 AND f4 > -1.170757 AND f0 <= -0.272822 AND f8 <= 0.576690 AND f6 <= -0.082725 AND f1 > -0.121603 AND f9 > 0.013047,44.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 <= -0.729958 AND f13 > 0.394836 AND f4 > -1.170757 AND f0 <= -0.272822 AND f8 > 0.576690 AND f4 > -1.016788 AND f2 <= 0.038811 AND f6 <= -0.153333,39.65811965811966,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 <= -0.729958 AND f13 > 0.394836 AND f4 > -1.170757 AND f0 <= -0.272822 AND f8 > 0.576690 AND f4 > -1.016788 AND f2 <= 0.038811 AND f6 > -0.153333,41.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 <= -0.729958 AND f13 > 0.394836 AND f4 > -1.170757 AND f0 <= -0.272822 AND f8 > 0.576690 AND f4 > -1.016788 AND f2 > 0.038811 AND f4 <= -0.983262,38.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 <= 0.253991 AND f13 > 0.393244 AND f3 <= 0.181093 AND f6 <= 0.468412 AND f13 <= 0.395754 AND f5 > 0.460498,53.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 <= 0.253991 AND f13 > 0.393244 AND f3 > 0.181093 AND f0 <= 0.132903 AND f14 <= -0.192521 AND f5 <= 0.038297,49.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 <= 0.253991 AND f13 > 0.393244 AND f3 > 0.181093 AND f0 <= 0.132903 AND f14 <= -0.192521 AND f5 > 0.038297,50.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 <= 0.317324 AND f7 > 0.199401 AND f7 <= 0.201782 AND f3 > 0.373544 AND f1 <= -0.153500,48.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 <= 0.317324 AND f7 > 0.199401 AND f7 <= 0.201782 AND f3 > 0.373544 AND f1 > -0.153500,51.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 <= 0.317324 AND f7 > 0.199401 AND f7 > 0.201782 AND f14 > -0.171812 AND f9 <= 1.253709,34.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 <= 0.317324 AND f7 > 0.199401 AND f7 > 0.201782 AND f14 > -0.171812 AND f9 > 1.253709,37.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 > 0.317324 AND f4 > -0.069380 AND f13 <= 0.396499 AND f2 <= 0.431123 AND f12 <= 0.479511,54.50000000000001,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 > 0.317324 AND f4 > -0.069380 AND f13 <= 0.396499 AND f2 <= 0.431123 AND f12 > 0.479511,52.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 > 0.317324 AND f4 > -0.069380 AND f13 > 0.396499 AND f13 > 0.396573 AND f4 > 0.254700,47.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 <= 0.794510 AND f13 <= 0.397296 AND f0 <= -0.275127 AND f13 > 0.392931 AND f0 <= -0.678546,40.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 <= 0.794510 AND f13 > 0.397296 AND f10 <= -0.812067 AND f0 > -0.014633 AND f8 <= -0.004163,49.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 <= 0.794510 AND f13 > 0.397296 AND f10 <= -0.812067 AND f0 > -0.014633 AND f8 > -0.004163,48.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 <= 0.794510 AND f13 > 0.397296 AND f10 > -0.812067 AND f4 > -0.096697 AND f1 > -0.025911,34.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 > 0.794510 AND f3 <= 0.167971 AND f3 <= 0.006137 AND f3 <= -0.037602 AND f2 <= 0.229082,57.49999999999999,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 > 0.794510 AND f3 <= 0.167971 AND f3 <= 0.006137 AND f3 <= -0.037602 AND f2 > 0.229082,55.50000000000001,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 > 0.794510 AND f3 <= 0.167971 AND f3 > 0.006137 AND f6 > -0.150391 AND f12 <= 0.479511,54.50000000000001,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 > 0.794510 AND f3 <= 0.167971 AND f3 > 0.006137 AND f6 > -0.150391 AND f12 > 0.479511,54.50000000000001,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 <= 0.179008 AND f8 > 0.794510 AND f3 > 0.167971 AND f3 > 0.233579 AND f5 <= 0.497716 AND f4 <= -0.388494,48.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 > -0.070942 AND f0 > 0.179008 AND f9 > -0.731350 AND f6 <= 0.780265 AND f8 > -1.093262 AND f5 > 0.127855 AND f4 > 0.385078,60.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 > -0.170322 AND f8 <= -0.875442 AND f14 <= -0.144149 AND f0 <= -0.166780 AND f13 > 0.392884 AND f3 > -0.037602 AND f0 <= -0.503347 AND f13 > 0.393530 AND f9 > 1.253709,29.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 > -0.170322 AND f8 > -0.875442 AND f4 <= -0.330135 AND f8 <= 1.302756 AND f13 <= 0.398149 AND f14 > -0.162764 AND f1 > -0.352388 AND f4 <= -0.387252 AND f8 <= -0.439802,40.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 > -0.170322 AND f8 > -0.875442 AND f4 > -0.330135 AND f5 > 0.247653 AND f2 > -0.063191 AND f1 <= -0.052179 AND f0 > -0.609389 AND f3 <= 0.700127 AND f1 > -0.110345,50.5,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 > -0.170322 AND f8 > -0.875442 AND f4 > -0.330135 AND f5 > 0.247653 AND f2 > -0.063191 AND f1 <= -0.052179 AND f0 > -0.609389 AND f3 > 0.700127 AND f7 <= 0.210056,48.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 > -0.170322 AND f8 > -0.875442 AND f4 > -0.330135 AND f5 > 0.247653 AND f2 > -0.063191 AND f1 <= -0.052179 AND f0 > -0.609389 AND f3 > 0.700127 AND f7 > 0.210056,49.0,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 <= 0.394584 AND f13 <= 0.391078 AND f3 <= 0.729286 AND f9 <= 1.253709 AND f9 > -0.979482 AND f2 <= 0.397776 AND f13 <= -1.279941 AND f5 <= 0.583785 AND f4 > -0.276742,54.32758620689655,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 <= 0.394584 AND f13 <= 0.391078 AND f3 <= 0.729286 AND f9 <= 1.253709 AND f9 > -0.979482 AND f2 > 0.397776 AND f13 <= -1.224294 AND f2 <= 1.031360 AND f14 > -0.225338,56.638297872340424,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 <= 0.394584 AND f13 <= 0.391078 AND f3 <= 0.729286 AND f9 <= 1.253709 AND f9 > -0.979482 AND f2 > 0.397776 AND f13 > -1.224294 AND f0 <= -0.265906 AND f2 <= 0.778319,56.98936170212766,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 <= 0.394584 AND f13 <= 0.391078 AND f3 <= 0.729286 AND f9 <= 1.253709 AND f9 > -0.979482 AND f2 > 0.397776 AND f13 > -1.224294 AND f0 <= -0.265906 AND f2 > 0.778319,56.95744680851064,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 <= 0.394584 AND f13 <= 0.391078 AND f3 <= 0.729286 AND f9 > 1.253709 AND f0 > -0.422663 AND f5 <= 0.341863 AND f5 > 0.239511 AND f0 > 0.803732 AND f3 <= 0.590780,58.877551020408156,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 <= 0.394584 AND f13 <= 0.391078 AND f3 <= 0.729286 AND f9 > 1.253709 AND f0 > -0.422663 AND f5 <= 0.341863 AND f5 > 0.239511 AND f0 > 0.803732 AND f3 > 0.590780,58.6938775510204,1,19
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 > 0.394584 AND f5 > 0.108082 AND f1 > 0.251783 AND f3 <= 0.589322 AND f14 > -0.226820 AND f0 <= 0.395702 AND f7 <= 0.200379 AND f4 <= 0.396253 AND f8 <= 0.794510,61.0,1,19
